reward_mean,length_mean,collisions_mean,success_rate,uf_activation_prop,cbf_activation_prop,true_positive_rate,false_positive_rate,true_negative_rate,false_negative_rate,forward_velocity_mean,lateral_velocity_mean,velocity_mean,goal_approach_mean,ema_divergence_mean,cbf_config,percentile
-21.826758013831245,2000.4722222222222,0.2222222222222222,0.0,0.9806366029371016,0.43781916735937926,0.9805040418449834,0.9807431181335637,0.019256881866436242,0.019495958155016643,0.26461777,0.04887535468636391,0.15674656279831348,0.55855644,0.17728183,1.0,1.0
-20.3441574790261,2000.2272727272727,0.36363636363636365,0.0,0.8908439129449104,0.34535026071185676,0.8891811903978954,0.8917230609057782,0.10827693909422176,0.11081880960210456,0.27304798,0.05502271153752438,0.1640353475919586,0.49573126,0.18132825,1.0,10.0
-17.93390158414841,2000.75,0.6,0.0,0.788536783042394,0.24123036159600994,0.797514241325738,0.785679012345679,0.21432098765432098,0.20248575867426205,0.32289457,0.055496672645676884,0.1891956229286734,0.53357977,0.21464333,1.0,20.0
-17.392711639404297,2000.6666666666667,1.9523809523809523,0.0,0.6829969718560742,0.31234295214345087,0.6904036557501904,0.6796402006573258,0.3203597993426743,0.3095963442498096,0.350792,0.060531954235297496,0.20566197249614301,0.44957358,0.22289532,1.0,30.0
-18.757833567532625,2000.3636363636363,1.9545454545454546,0.0,0.6041362502833825,0.23659600997506233,0.5986557849255881,0.6058307303287223,0.3941692696712777,0.4013442150744119,0.3108362,0.06275908974930644,0.1867976428475231,0.48817623,0.19662021,1.0,40.0
-17.294125258922577,2000.75,0.75,0.0,0.49749844139650873,0.23424134975062344,0.5153333333333333,0.492047308319739,0.507952691680261,0.4846666666666667,0.328221,0.07004869113461609,0.19913484220751343,0.47886056,0.20966083,1.0,50.0
-15.900888577103615,2000.46875,2.4375,0.0,0.4000954644638404,0.24408139806733165,0.3921944977607166,0.40264435492201217,0.5973556450779878,0.6078055022392834,0.37466186,0.07269455643836409,0.22367820964427665,0.52815354,0.24000844,1.0,60.0
-16.754166321320966,2000.7727272727273,2.1818181818181817,0.0,0.34245664248469726,0.25503060530491956,0.3334817453250223,0.34552659655540313,0.6544734034445968,0.6665182546749777,0.34546617,0.08133120534264228,0.21339868603866885,0.4728616,0.2308794,1.0,65.0
-15.637051842429422,2000.3636363636363,2.1818181818181817,0.0,0.2919176490591703,0.2556659487644525,0.2945357618836073,0.2910117503433542,0.7089882496566459,0.7054642381163927,0.36589214,0.07886250274763866,0.22237732240252875,0.4477807,0.23449677,1.0,70.0
-16.879775881767273,2000.5714285714287,2.4285714285714284,0.0,0.24277676344852156,0.2795851888136801,0.24800510692626876,0.24074303405572756,0.7592569659442725,0.7519948930737312,0.33531174,0.08168848038518003,0.2085001105110028,0.50256634,0.21701911,1.0,75.0
-15.708702816682703,2000.4705882352941,1.0588235294117647,0.0,0.1914786563004254,0.14768593222825288,0.20298507462686566,0.18948275862068967,0.8105172413793104,0.7970149253731343,0.37956697,0.06603386829716756,0.22280041789225138,0.43220255,0.23543482,1.0,80.0
-15.522264629602432,2000.625,4.625,0.0,0.15518975997506235,0.3216291302992519,0.1533980582524272,0.15604142692750286,0.8439585730724971,0.8466019417475729,0.3439825,0.07808861654484645,0.21103555223089643,0.3572855,0.22634882,1.0,85.0
-18.190250515937805,2000.5714285714287,3.3214285714285716,0.0,0.10028277520484503,0.3042342803705022,0.10674486803519062,0.09746088740702745,0.9025391125929726,0.8932551319648094,0.31651267,0.09353326878044754,0.205022971436847,0.48992404,0.19916205,1.0,90.0
-14.397164973345669,2000.6818181818182,1.7727272727272727,0.0,0.047346690092949444,0.1641968941283156,0.04564315352697095,0.04767726161369193,0.9523227383863081,0.9543568464730291,0.3974633,0.07580788471651348,0.23663558829999104,0.50180715,0.25944743,1.0,95.0
-15.144752740859985,2000.55,4.3,0.0,0.010865024937655862,0.22101745635910225,0.011299435028248588,0.01074234407567741,0.9892576559243226,0.9887005649717514,0.378046,0.08194389023119583,0.22999494809773752,0.48205668,0.24075694,1.0,99.0
