reward_mean,length_mean,collisions_mean,success_rate,uf_activation_prop,cbf_activation_prop,true_positive_rate,false_positive_rate,true_negative_rate,false_negative_rate,forward_velocity_mean,lateral_velocity_mean,velocity_mean,goal_approach_mean,ema_divergence_mean,cbf_config,percentile
10.872473421737551,322.76,0.072,0.964,0.9807118235783713,0.2878798013669656,0.982039421594366,0.9800117278127629,0.01998827218723708,0.017960578405634038,0.6351364,0.010841311623464207,0.322988868559306,0.38002494,0.41715053,1.0,1.0
11.52978153194487,290.459,0.159,0.978,0.8896734339408785,0.27648356868466295,0.8901752522570366,0.8896292231715921,0.11037077682840793,0.10982474774296336,0.6590941,0.009783323683790514,0.33443870945694654,0.3797367,0.42529246,1.0,10.0
11.739857628941536,281.607,0.265,0.98,0.7951889796446724,0.28176252546179703,0.7984779996566916,0.791140375598883,0.20885962440111705,0.20152200034330836,0.6596745,0.010931313355627935,0.3353029193082766,0.3839649,0.42765686,1.0,20.0
11.811910489195027,272.368,0.423,0.979,0.6891111593780793,0.2829326077450204,0.6929184424076128,0.6875865743207246,0.31241342567927544,0.3070815575923872,0.67273414,0.012922425069788005,0.34282828320979025,0.38398224,0.43459833,1.0,30.0
11.821586120821536,268.43,0.52,0.978,0.5925375974933047,0.2742598730314104,0.5938878191192,0.5951051726418839,0.40489482735811616,0.40611218088080003,0.6857994,0.010308587880150299,0.3480540038800318,0.3833448,0.43716705,1.0,40.0
12.026811377435923,248.512,0.496,0.984,0.4897028238106144,0.2585328845493522,0.5023109243697479,0.4887004856685663,0.5112995143314337,0.4976890756302521,0.6921745,0.012380816584491186,0.3522776554255006,0.38589045,0.43754333,1.0,50.0
11.621488735318184,272.961,0.633,0.968,0.3975722184238721,0.269993644194464,0.39747799816104035,0.39875641382099436,0.6012435861790056,0.6025220018389597,0.6890997,0.012005191467927943,0.3505524602645273,0.38370028,0.4335001,1.0,60.0
11.913604920625687,260.206,0.746,0.978,0.34393520327354155,0.2786244128956782,0.3463683441774001,0.3445678779890793,0.6554321220109207,0.6536316558226,0.6945987,0.016234070758204325,0.35541637276618715,0.38463178,0.43489537,1.0,65.0
11.99129659320414,256.021,0.721,0.978,0.29183466226052995,0.2642518447295097,0.2911111111111111,0.29360551574962823,0.7063944842503718,0.7088888888888889,0.7060426,0.013178949614797602,0.3596107686859541,0.38823906,0.4420766,1.0,70.0
11.756764798313379,271.75,0.768,0.972,0.2463537661895748,0.2639250959374041,0.24983964079538165,0.2460551635663887,0.7539448364336113,0.7501603592046183,0.6972444,0.012035027936480674,0.35463971684147033,0.39353362,0.43778008,1.0,75.0
12.12871419596672,243.5,0.79,0.983,0.19915494997279745,0.26828177776953066,0.20309797729152568,0.19629213483146069,0.8037078651685393,0.7969020227084743,0.70633596,0.014374582908960293,0.3603552723638277,0.38623694,0.44109222,1.0,80.0
12.16895139142871,248.237,0.875,0.984,0.15181741360216444,0.2583938276023624,0.14951207350950924,0.15144405340483771,0.8485559465951623,0.8504879264904908,0.70656,0.014605320675655094,0.36058266817703044,0.38987705,0.4413059,1.0,85.0
11.697684236884117,273.604,0.91,0.972,0.09921341647286872,0.27212849719582366,0.10128647631000941,0.1000487166995718,0.8999512833004282,0.8987135236899906,0.70474243,0.01838858068452464,0.3615655061625748,0.3922633,0.43794858,1.0,90.0
12.016887266486883,260.826,0.878,0.978,0.051360053415144234,0.26561137096004894,0.05178755333235251,0.0498220640569395,0.9501779359430605,0.9482124466676475,0.71437854,0.013171963698951003,0.36377524972323955,0.39132178,0.44230244,1.0,95.0
12.055273235321044,250.307,1.082,0.98,0.009770444815584724,0.28123797155124247,0.009773556335604653,0.009817632579995525,0.9901823674200044,0.9902264436643954,0.71148735,0.012855272002110724,0.3621713124250818,0.38979444,0.4426852,1.0,99.0
