reward_mean,length_mean,collisions_mean,success_rate,uf_activation_prop,cbf_activation_prop,true_positive_rate,false_positive_rate,true_negative_rate,false_negative_rate,forward_velocity_mean,lateral_velocity_mean,velocity_mean,goal_approach_mean,ema_divergence_mean,cbf_config,percentile
10.814766126796604,313.028,0.041,0.966,0.9903277660825688,0.2927445335628503,0.9987069472199365,0.9894070637453405,0.010592936254659551,0.0012930527800634772,0.63763064,0.008938507673152345,0.3232845745667855,0.37366503,0.41966322,1.0,1.0
10.661595182180404,331.625,0.043,0.962,0.9000187678622015,0.3022198387840564,0.9707762557077626,0.8881596937380366,0.11184030626196335,0.029223744292237442,0.62728566,0.010172726432718264,0.3187291928729601,0.37715602,0.41365197,1.0,10.0
11.196766116768123,313.733,0.067,0.971,0.7967451944548137,0.287687531096563,0.9521959832266608,0.7604616530156366,0.23953834698436335,0.04780401677333922,0.64020616,0.011810312473715385,0.32600823531743933,0.38289985,0.42260462,1.0,20.0
10.846628095418215,316.243,0.084,0.969,0.7131071259409564,0.2891847344267862,0.8931537412717432,0.6611637623560583,0.3388362376439417,0.10684625872825683,0.6369001,0.007861483413087626,0.3223808051735696,0.373328,0.4113745,1.0,30.0
11.088583173692227,315.343,0.175,0.972,0.6221394036058621,0.2965338969347041,0.8484715390021083,0.5581389608786869,0.4418610391213131,0.15152846099789177,0.6357428,0.012131005853792886,0.3239368947001203,0.38616475,0.41385987,1.0,40.0
11.229423542015255,312.065,0.257,0.965,0.5128577418851816,0.27683881266737365,0.7620513306184298,0.45904128407201217,0.5409587159279878,0.23794866938157022,0.66095954,0.012301281840293086,0.3366304118189655,0.38806668,0.43029097,1.0,50.0
11.699062012851238,280.369,0.392,0.98,0.41506329245255164,0.2788137889554002,0.6784637359149341,0.3471467936541909,0.6528532063458091,0.32153626408506586,0.67026377,0.009251087797714717,0.33975742752007315,0.38402823,0.4296995,1.0,60.0
11.478644198402762,289.731,0.396,0.97,0.37101211314532623,0.2754506115678758,0.6269472986410342,0.30321791447187757,0.6967820855281224,0.37305270135896584,0.67249817,0.010384438342702198,0.34144130245191445,0.38194695,0.42885765,1.0,65.0
11.824986667394638,273.208,0.492,0.979,0.3223539251533747,0.27277775824278305,0.5654975762760194,0.24964489588079222,0.7503551041192078,0.4345024237239806,0.6789497,0.011045832351828721,0.3449977730293995,0.3817916,0.43467742,1.0,70.0
11.942485442638397,268.677,0.509,0.981,0.25538519949505917,0.2627737600036794,0.4862540798393171,0.18765458085565437,0.8123454191443457,0.5137459201606829,0.689979,0.013387958864977918,0.3516834878229156,0.39118892,0.43964964,1.0,75.0
11.828748042106628,264.718,0.641,0.98,0.21317378560918807,0.2712120928017115,0.42303841822049804,0.1551441104443069,0.8448558895556931,0.576961581779502,0.6838611,0.01461699156308532,0.34923903419745145,0.38414168,0.4326971,1.0,80.0
11.737114017367363,276.774,0.755,0.977,0.15610740978088536,0.26603293094834296,0.3262826837691169,0.11119302437908331,0.8888069756209167,0.673717316230883,0.6926216,0.013091763042750244,0.35285667587486025,0.38662964,0.43817014,1.0,85.0
12.140867748498916,247.029,0.775,0.984,0.10838455188708913,0.26700440757832644,0.21257796257796258,0.06930912311780336,0.9306908768821966,0.7874220374220374,0.7039719,0.01662235297882944,0.36029713768822147,0.3854306,0.44191605,1.0,90.0
12.018568904861807,251.753,0.933,0.983,0.05139523307742475,0.27063751667428226,0.11569067537237299,0.029385499804654797,0.9706145001953452,0.884309324627627,0.7031163,0.014593048811239896,0.35885467326655135,0.38379893,0.4342951,1.0,95.0
12.133389835447073,237.439,0.948,0.983,0.009943803196359796,0.2693503173474326,0.027509689186108365,0.0031854511757210702,0.9968145488242789,0.9724903108138916,0.71810627,0.01396333444218726,0.3660348021393065,0.38694176,0.4418162,1.0,99.0
